             (383562,383473)                  1
             (880946,383473)                  1
             (383472,383562)                  1
             (383473,383562)                  1
             (383562,383562)                  3
             (880946,383562)                  1
             (397631,397631)                  3
             (397632,397631)                  1
             (397633,397631)                  1
             (397635,397631)                  1
             (397631,397632)                  1
             (397632,397632)                  3
             (397633,397632)                  1
             (397635,397632)                  1
             (397631,397633)                  1
             (397632,397633)                  1
             (397633,397633)                  3
             (397635,397633)                  1
             (397631,397635)                  1
             (397632,397635)                  1
             (397633,397635)                  1
             (397635,397635)                  3
             (486103,486103)                  3
             (486104,486103)                  1
             (486107,486103)                  1
             (486112,486103)                  1
             (486103,486104)                  1
             (486104,486104)                  3
             (486107,486104)                  1
             (486112,486104)                  1
             (486103,486107)                  1
             (486104,486107)                  1
             (486107,486107)                  3
             (486112,486107)                  1
             (486103,486112)                  1
             (486104,486112)                  1
             (486107,486112)                  1
             (486112,486112)                  3
             (515284,515284)                  3
             (515287,515284)                  1
             (515355,515284)                  1
             (515357,515284)                  1
             (515284,515287)                  1
             (515287,515287)                  3
             (515355,515287)                  1
             (515357,515287)                  1
             (515284,515355)                  1
             (515287,515355)                  1
             (515355,515355)                  3
             (515357,515355)                  1
             (515284,515357)                  1
             (515287,515357)                  1
             (515355,515357)                  1
             (515357,515357)                  3
             (572018,572018)                  3
             (572032,572018)                  1
             (572042,572018)                  1
             (572056,572018)                  1
             (572018,572032)                  1
             (572032,572032)                  3
             (572042,572032)                  1
             (572056,572032)                  1
             (572018,572042)                  1
             (572032,572042)                  1
             (572042,572042)                  3
             (572056,572042)                  1
             (572018,572056)                  1
             (572032,572056)                  1
             (572042,572056)                  1
             (572056,572056)                  3
              (12241,621104)                  1
             (621104,621104)                  3
             (621107,621104)                  1
             (621167,621104)                  1
              (12241,621107)                  1
             (621104,621107)                  1
             (621107,621107)                  3
             (621167,621107)                  1
              (12241,621167)                  1
             (621104,621167)                  1
             (621107,621167)                  1
             (621167,621167)                  3
             (767785,767785)                  3
             (767786,767785)                  1
             (767787,767785)                  1
             (767788,767785)                  1
             (767785,767786)                  1
             (767786,767786)                  3
             (767787,767786)                  1
             (767788,767786)                  1
             (767785,767787)                  1
             (767786,767787)                  1
             (767787,767787)                  3
             (767788,767787)                  1
             (767785,767788)                  1
             (767786,767788)                  1
             (767787,767788)                  1
             (767788,767788)                  3
             (383472,880946)                  1
             (383473,880946)                  1
             (383562,880946)                  1
             (880946,880946)                  3
             (943522,943522)                  3
             (943524,943522)                  1
             (943676,943522)                  1
             (951952,943522)                  1
             (943522,943524)                  1
             (943524,943524)                  3
             (943676,943524)                  1
             (951952,943524)                  1
             (943522,943676)                  1
             (943524,943676)                  1
             (943676,943676)                  3
             (951952,943676)                  1
             (943522,951952)                  1
             (943524,951952)                  1
             (943676,951952)                  1
             (951952,951952)                  3
             (952539,952539)                  3
             (952540,952539)                  1
             (952554,952539)                  1
             (952560,952539)                  1
             (952539,952540)                  1
             (952540,952540)                  3
             (952554,952540)                  1
             (952560,952540)                  1
             (952539,952554)                  1
             (952540,952554)                  1
             (952554,952554)                  3
             (952560,952554)                  1
             (952539,952560)                  1
             (952540,952560)                  1
             (952554,952560)                  1
             (952560,952560)                  3
             (995229,995229)                  3
             (995233,995229)                  1
             (995234,995229)                  1
             (995641,995229)                  1
             (995229,995233)                  1
             (995233,995233)                  3
             (995234,995233)                  1
             (995641,995233)                  1
             (995229,995234)                  1
             (995233,995234)                  1
             (995234,995234)                  3
             (995641,995234)                  1
             (995229,995641)                  1
             (995233,995641)                  1
             (995234,995641)                  1
             (995641,995641)                  3
            (1047823,1047823)                 3
            (1047834,1047823)                 1
            (1047846,1047823)                 1
            (1082882,1047823)                 1
            (1047823,1047834)                 1
            (1047834,1047834)                 3
            (1047846,1047834)                 1
            (1082882,1047834)                 1
            (1047823,1047846)                 1
            (1047834,1047846)                 1
            (1047846,1047846)                 3
            (1082882,1047846)                 1
            (1047823,1082882)                 1
            (1047834,1082882)                 1
            (1047846,1082882)                 1
            (1082882,1082882)                 3
